Date,Open,High,Low,Close
13-Apr-10,5340.85,5356.5,5301.7,5322.9
15-Apr-10,5323.3,5373.15,5265.3,5273.6
16-Apr-10,5273.4,5283.05,5237.55,5262.6
19-Apr-10,5279.05,5279.05,5160.9,5203.6
20-Apr-10,5208.3,5257.25,5208.3,5230.1
21-Apr-10,5230.3,5266.3,5230.3,5244.9
22-Apr-10,5248.6,5331.8,5221.1,5269.3
23-Apr-10,5269.65,5311.05,5269.65,5304.1
26-Apr-10,5299.35,5342.35,5299.35,5322.4
27-Apr-10,5322.1,5330.55,5301.4,5308.3
28-Apr-10,5308.2,5308.25,5202.45,5215.4
29-Apr-10,5215.25,5264.75,5214.8,5254.1
30-Apr-10,5254.2,5294.8,5254.2,5278
03-May-10,5278.4,5278.7,5210.05,5222.7
04-May-10,5223.9,5250.15,5134.85,5148.5
05-May-10,5148.35,5148.35,5056.5,5124.9
06-May-10,5124.4,5124.9,5037.75,5090.8
07-May-10,5072.3,5085.65,4984.6,5018
10-May-10,5026.6,5203.3,5026.6,5193.6
11-May-10,5189.75,5206.7,5126.5,5136.1
12-May-10,5133.75,5172.85,5098.8,5156.6
13-May-10,5157.55,5212.7,5147.95,5178.9
14-May-10,5180.55,5192.75,5070.95,5093.5
17-May-10,5093.9,5094.55,4966.25,5059.9
18-May-10,5059.55,5105.2,5024.25,5066.2
19-May-10,5065.1,5065.1,4908.15,4919.6
20-May-10,4924.3,4980.25,4924.3,4947.6
21-May-10,4946.7,4946.7,4842.3,4931.1
24-May-10,4944.3,5029.55,4923.45,4943.9
25-May-10,4945.3,4946.6,4786.45,4806.7
26-May-10,4807.3,4925.45,4807.3,4917.4
27-May-10,4915.15,5016.6,4897.6,5003.1
28-May-10,5005.6,5077.25,5005.6,5066.5
31-May-10,5076.1,5097.6,5038.55,5086.3
01-Jun-10,5086.25,5086.95,4961.05,4970.2
02-Jun-10,4970.75,5031.2,4967.05,5019.8
03-Jun-10,5020.15,5125.7,5020.15,5110.5
04-Jun-10,5112.6,5147.9,5091.6,5135.5
07-Jun-10,5132.95,5132.95,5004.25,5034
08-Jun-10,5036.7,5071.35,4967.3,4987.1
09-Jun-10,4985.05,5050.6,4980.1,5000.3
10-Jun-10,4999.6,5085.2,4997.6,5078.6
11-Jun-10,5078.75,5139.05,5078.75,5119.3
14-Jun-10,5120.15,5201.25,5120.15,5197.7
15-Jun-10,5201.3,5231.45,5171.05,5222.3
16-Jun-10,5225.05,5255.65,5214.9,5233.3
17-Jun-10,5233.65,5285.55,5206.55,5274.8
18-Jun-10,5274.95,5302.3,5245.5,5262.6
21-Jun-10,5266.5,5366.75,5266.5,5353.3
22-Jun-10,5353.95,5354.35,5311.05,5316.5
23-Jun-10,5316.15,5333.3,5288.15,5323.1
24-Jun-10,5323.25,5348.3,5284.55,5320.6
25-Jun-10,5320.5,5320.5,5259.9,5269
28-Jun-10,5271.1,5339.45,5270.75,5333.5
29-Jun-10,5333.55,5334.15,5235.8,5256.1
30-Jun-10,5254.25,5320.35,5210,5312.5
01-Jul-10,5312.05,5312.55,5232.1,5251.4
02-Jul-10,5251.25,5277.25,5225.6,5237.1
05-Jul-10,5237,5252.75,5225.85,5235.9
06-Jul-10,5236.1,5297.45,5231.5,5289
07-Jul-10,5293.1,5296.75,5233.45,5241.1
08-Jul-10,5242,5320.5,5242,5296.8
09-Jul-10,5297.2,5359.05,5297.2,5352.4
12-Jul-10,5352.25,5402.7,5351.6,5383
13-Jul-10,5370.2,5406.2,5357.85,5400.6
14-Jul-10,5402,5453.45,5371.7,5386.1
15-Jul-10,5387.1,5399.2,5360.6,5378.7
16-Jul-10,5376.65,5401.35,5374.4,5393.9
19-Jul-10,5392.7,5409.1,5361.5,5386.4
20-Jul-10,5387,5416.45,5353.6,5368
21-Jul-10,5368.85,5409.1,5368.85,5399.3
22-Jul-10,5399.15,5447.15,5372.2,5441.9
23-Jul-10,5441.9,5477.5,5435.15,5449.1
26-Jul-10,5446.55,5466.25,5409.2,5418.6
27-Jul-10,5420.2,5450.95,5407.2,5430.6
28-Jul-10,5436.1,5447.85,5386.25,5397.5
29-Jul-10,5397.85,5415.85,5381.55,5408.9
30-Jul-10,5408.4,5413.25,5349.2,5367.6
02-Aug-10,5369.55,5438.85,5351.3,5431.6
03-Aug-10,5432.5,5459.2,5426.4,5439.5
04-Aug-10,5441.35,5481.9,5428.4,5467.8
05-Aug-10,5470.15,5487.15,5443.1,5447.1
06-Aug-10,5448.25,5471.9,5431.35,5439.2
09-Aug-10,5439.8,5492.3,5433.25,5486.1
10-Aug-10,5486.8,5491.45,5445.35,5460.7
11-Aug-10,5460.7,5474.6,5412,5420.6
12-Aug-10,5418.7,5431.1,5372.45,5416.4
13-Aug-10,5420.65,5476.5,5415.5,5452.1
16-Aug-10,5452.1,5465.25,5397.4,5418.3
17-Aug-10,5422.15,5443.55,5408.8,5414.1
18-Aug-10,5416.25,5487.95,5416.25,5479.1
19-Aug-10,5478.25,5544.7,5478.1,5540.2
20-Aug-10,5540.8,5546.6,5513.35,5530.6
23-Aug-10,5531.15,5549.8,5519.4,5543.5
24-Aug-10,5541.1,5547.25,5488.45,5505.1
25-Aug-10,5505.3,5506.15,5452.55,5462.3
26-Aug-10,5462.1,5486.55,5454.7,5477.9
27-Aug-10,5489.6,5495.2,5391.95,5408.7
30-Aug-10,5408.9,5469,5390.35,5415.4
31-Aug-10,5413.55,5413.9,5348.9,5402.4
01-Sep-10,5403.05,5478.6,5403.05,5471.8
02-Sep-10,5471.9,5513.95,5471.85,5486.1
03-Sep-10,5486.3,5510.4,5473.65,5479.4
06-Sep-10,5479.55,5589.4,5479.55,5576.9
07-Sep-10,5575.9,5625.5,5571.65,5604
08-Sep-10,5604.25,5625.3,5567.75,5607.8
09-Sep-10,5608.3,5647.45,5608.1,5640
13-Sep-10,5639.2,5770.6,5639.2,5760
14-Sep-10,5760.3,5838.45,5760.3,5795.5
15-Sep-10,5795.25,5869.45,5792.2,5860.9
16-Sep-10,5861.1,5901.65,5815.8,5828.7
17-Sep-10,5828.7,5898.4,5828.7,5884.9
20-Sep-10,5885.05,5989.5,5885.05,5980.4
21-Sep-10,5980.5,6032.8,5961.85,6009
22-Sep-10,6008.4,6037.4,5946.45,5991
23-Sep-10,5991.05,6006.8,5932.4,5959.5
24-Sep-10,5959.45,6029.1,5951.2,6018.3
27-Sep-10,6018.3,6073.5,6018.3,6035.6
28-Sep-10,6036.05,6049.8,5991.3,6029.5
29-Sep-10,6029.15,6071.55,5979.65,5991.3
30-Sep-10,5991.35,6048.45,5963.6,6029.9
01-Oct-10,6030.3,6153.1,6030.3,6143.4
04-Oct-10,6144.7,6222.1,6144.7,6159.4
05-Oct-10,6159.45,6188.35,6118.05,6145.8
06-Oct-10,6150.95,6223.4,6148.6,6186.4
07-Oct-10,6186.85,6199.45,6107.5,6120.3
08-Oct-10,6121.4,6148.6,6067,6103.4
11-Oct-10,6105.95,6187.75,6105.95,6135.8
12-Oct-10,6135.95,6144.95,6057.95,6090.9
13-Oct-10,6091.45,6240.25,6089.75,6233.9
14-Oct-10,6234.3,6284.1,6157.9,6177.3
15-Oct-10,6175.9,6200.6,6050.35,6062.6
18-Oct-10,6112.75,6115.1,5985.1,6075.9
19-Oct-10,6114.45,6127.05,6008.15,6027.3
20-Oct-10,6002.95,6038.1,5966.75,5982.1
21-Oct-10,6008.9,6113.5,5984.9,6101.5
22-Oct-10,6113.4,6121.1,6041.35,6066
25-Oct-10,6101.25,6151.3,6094.6,6105.8
26-Oct-10,6116.3,6120.25,6074.65,6082
27-Oct-10,6075.45,6075.95,5987.55,6012.6
28-Oct-10,6039.95,6071.1,5968.1,5987.7
29-Oct-10,6021.15,6032.65,5937.1,6017.7
01-Nov-10,6092.3,6132.4,6084.75,6117.5
02-Nov-10,6127.55,6138.1,6094.4,6119
03-Nov-10,6150.6,6182.5,6146.8,6160.5
04-Nov-10,6209.6,6290.15,6199.35,6281.8
05-Nov-10,6321.85,6338.5,6303.1,6312.4
08-Nov-10,6335.25,6335.9,6265.35,6273.2
09-Nov-10,6281,6310.9,6243.55,6301.5
10-Nov-10,6303.2,6307.65,6269.25,6275.7
11-Nov-10,6286.35,6296.55,6179.5,6194.2
12-Nov-10,6182.3,6202.5,6056.75,6071.6
15-Nov-10,6079.9,6128.75,6039.4,6121.6
16-Nov-10,6143.45,6144.05,5970.6,5988.7
18-Nov-10,6075.95,6076.2,5906.75,5998.8
19-Nov-10,6011.3,6013.25,5863.95,5890.3
22-Nov-10,5920.9,6020.25,5905.15,6010
23-Nov-10,5971.55,5973.35,5824.95,5934.7
24-Nov-10,5946.8,5976.65,5833.6,5865.7
25-Nov-10,5883.95,5907.1,5780.35,5799.7
26-Nov-10,5828.55,5838.5,5690.35,5751.9
29-Nov-10,5789.95,5843.15,5754.7,5830
30-Nov-10,5811.6,5892.25,5768.35,5862.7
01-Dec-10,5871,5971,5865.55,5960.9
02-Dec-10,6023.05,6029.5,5980.6,6011.7
03-Dec-10,6013.35,6025.4,5964.25,5992.8
06-Dec-10,6033.65,6069.45,5981.7,5992.2
07-Dec-10,5995.05,6001,5939.7,5976.5
08-Dec-10,5954.4,5960,5878.6,5903.7
09-Dec-10,5924.25,5927.3,5742.3,5766.5
10-Dec-10,5761,5865.5,5721.15,5857.3
13-Dec-10,5882.65,5913.8,5795.9,5907.6
14-Dec-10,5928.7,5953.95,5888.75,5944.1
15-Dec-10,5931.15,5942.75,5865.8,5892.3
16-Dec-10,5910.55,5956.15,5855.05,5948.7
20-Dec-10,5926.85,5985,5900.25,5947
21-Dec-10,5960.4,6007.45,5960.05,6000.6
22-Dec-10,6019,6023.8,5958,5984.4
23-Dec-10,6005.9,6006.45,5964.6,5980
24-Dec-10,5940.25,6017.35,5940.25,6011.6
27-Dec-10,6013.3,6045.75,5991.1,5998.1
28-Dec-10,6005.35,6010.9,5982.25,5996
29-Dec-10,6005.15,6067.55,6002.85,6060.3
30-Dec-10,6062.35,6106.4,6062.35,6101.8
31-Dec-10,6105.1,6147.3,6103.55,6134.5
03-Jan-11,6177.45,6178.55,6147.2,6157.6
04-Jan-11,6172.75,6181.05,6124.4,6146.3
05-Jan-11,6141.35,6141.35,6062.35,6079.8
06-Jan-11,6107,6116.15,6022.3,6048.2
07-Jan-11,6030.9,6051.2,5883.6,5904.6
10-Jan-11,5901.3,5907.25,5740.95,5762.8
11-Jan-11,5767.95,5842.6,5698.2,5754.1
12-Jan-11,5800.05,5874.2,5711.3,5863.2
13-Jan-11,5850.75,5857.75,5736.7,5751.9
14-Jan-11,5752.1,5833.65,5639.65,5654.5
17-Jan-11,5648.8,5696.15,5624.15,5654.7
18-Jan-11,5682.55,5730.5,5671.25,5724
19-Jan-11,5737.35,5747.65,5662.55,5691
20-Jan-11,5656,5729.45,5634.5,5711.6
21-Jan-11,5692.05,5717.55,5674.5,5696.5
24-Jan-11,5717.1,5756,5697.75,5743.2
25-Jan-11,5763.3,5801.55,5680.65,5687.4
27-Jan-11,5725.3,5726.1,5594.95,5604.3
28-Jan-11,5614,5614.4,5459.55,5512.1
31-Jan-11,5452.55,5526.85,5416.65,5505.9
01-Feb-11,5537.3,5539.15,5402,5417.2
02-Feb-11,5469.55,5490.6,5415.65,5432
03-Feb-11,5430.45,5532.65,5418,5526.7
04-Feb-11,5519.9,5556.3,5369.05,5395.7
07-Feb-11,5430.15,5440.35,5376.95,5396
08-Feb-11,5432.35,5432.35,5303.4,5312.5
09-Feb-11,5293.05,5339.45,5225.65,5253.5
10-Feb-11,5246.05,5272.6,5196.8,5225.8
11-Feb-11,5219.65,5319.45,5177.7,5310
14-Feb-11,5340.25,5463.8,5340.25,5456
15-Feb-11,5467.75,5506.5,5408.35,5481
16-Feb-11,5467.6,5504.8,5460.35,5481.7
17-Feb-11,5501.7,5553,5463.4,5546.4
18-Feb-11,5557.55,5599.25,5441.95,5458.9
21-Feb-11,5456.6,5526.25,5413.1,5518.6
22-Feb-11,5504.4,5519.45,5437.3,5469.2
23-Feb-11,5452.45,5495.2,5427.55,5437.3
24-Feb-11,5408.75,5423.4,5242.5,5262.7
25-Feb-11,5321.05,5338.2,5232.75,5303.5
28-Feb-11,5330.15,5477,5308.6,5333.2
01-Mar-11,5382,5533.05,5373.55,5522.3
03-Mar-11,5478.45,5570.75,5468.25,5536.2
04-Mar-11,5586.2,5608.2,5524.1,5538.7
07-Mar-11,5490.05,5491.25,5408.45,5463.1
08-Mar-11,5466.1,5530.55,5464.75,5520.8
09-Mar-11,5542.4,5563.3,5477.45,5531
10-Mar-11,5516.1,5516.3,5468.45,5494.4
11-Mar-11,5456.15,5502.7,5411.55,5445.4
14-Mar-11,5436.5,5537.3,5434.25,5531.5
15-Mar-11,5420,5497.85,5373.65,5449.6
16-Mar-11,5475.95,5535.1,5475.95,5511.1
17-Mar-11,5455.4,5510.05,5435.3,5446.6
18-Mar-11,5475.35,5483.05,5366.4,5373.7
21-Mar-11,5408.75,5413.3,5348.2,5364.7
22-Mar-11,5390.85,5428.15,5376.15,5413.8
23-Mar-11,5411.4,5484.95,5401.95,5480.2
24-Mar-11,5501.8,5529,5496.1,5522.4
25-Mar-11,5588.65,5667.1,5560.95,5654.2
28-Mar-11,5645.25,5709.1,5643.2,5687.2
29-Mar-11,5686.5,5770.35,5680.7,5736.3
30-Mar-11,5755.8,5803.15,5753.9,5787.6
31-Mar-11,5803.05,5872,5778.65,5833.7
01-Apr-11,5835,5860.2,5810.4,5826
04-Apr-11,5842,5918.7,5833.2,5908.4
05-Apr-11,5923.85,5928.65,5855.85,5910
06-Apr-11,5908,5944.45,5868.8,5891.7
07-Apr-11,5888.55,5906.1,5866.25,5885.7
08-Apr-11,5886.75,5926.95,5822,5842
11-Apr-11,5805.35,5830.3,5777.9,5785.7
13-Apr-11,5747.95,5923.6,5735.55,5911.5
15-Apr-11,5898.75,5907.35,5806.45,5824.5
18-Apr-11,5824.35,5897.9,5722.25,5729.1
19-Apr-11,5716,5762.95,5693.25,5740.7
20-Apr-11,5786.05,5857.35,5759.65,5851.6
21-Apr-11,5882.85,5912.9,5864.35,5884.7
25-Apr-11,5859.6,5906.6,5857,5874.5
26-Apr-11,5876.85,5893.2,5791.55,5868.4
27-Apr-11,5884.2,5892.35,5819.95,5833.9
28-Apr-11,5851.35,5856.4,5776.95,5785.4
29-Apr-11,5782.5,5804.3,5706.05,5749.5
02-May-11,5766.9,5775.25,5687.7,5701.3
03-May-11,5689.7,5710.8,5554.85,5565.2
04-May-11,5567.7,5578.8,5503,5537.1
05-May-11,5531.6,5560.3,5443.65,5459.8
06-May-11,5477.65,5564.4,5472.45,5551.4
09-May-11,5575.2,5586.05,5502.4,5551.1
10-May-11,5555.55,5592.9,5514.55,5541.2
11-May-11,5547.2,5574.7,5525,5565
12-May-11,5537.8,5572.5,5476.3,5486.1
13-May-11,5492.35,5605,5472.15,5544.7
16-May-11,5541.7,5541.8,5487.65,5499
17-May-11,5496.1,5523.85,5421.05,5438.9
18-May-11,5448.2,5460.5,5401.25,5420.6
19-May-11,5448.15,5452.6,5411.25,5428.1
20-May-11,5450.65,5517.55,5432.75,5486.3
23-May-11,5456.7,5456.7,5373,5386.5
24-May-11,5385.1,5422.6,5367.45,5394.8
25-May-11,5389.1,5389.1,5328.7,5348.9
26-May-11,5372.75,5422.2,5356.35,5412.3
27-May-11,5413.7,5485.8,5413.6,5476.1
30-May-11,5493.75,5509.3,5458.6,5473.1
31-May-11,5492,5571.6,5489.7,5560.1
01-Jun-11,5561.05,5597.35,5559.45,5592
02-Jun-11,5529.9,5568.2,5521.95,5550.3
03-Jun-11,5565.7,5604.95,5507.2,5516.7
06-Jun-11,5504.3,5542.65,5479.85,5532
07-Jun-11,5509.15,5570.1,5507.8,5556.1
08-Jun-11,5535.25,5556.6,5514.9,5526.8
09-Jun-11,5523.55,5540.1,5502.05,5521
10-Jun-11,5518.05,5521.45,5457.45,5485.8
13-Jun-11,5469.85,5496.7,5436.95,5482.8
14-Jun-11,5485.6,5520.15,5484.2,5500.5
15-Jun-11,5494.45,5499.35,5438.95,5447.5
16-Jun-11,5419.65,5447.5,5389.8,5396.7
17-Jun-11,5412.5,5421.15,5355.85,5366.4
20-Jun-11,5372.2,5377.4,5195.9,5257.9
21-Jun-11,5280.8,5322.45,5257,5275.8
22-Jun-11,5304.65,5310.5,5262.5,5278.3
23-Jun-11,5269.1,5330.6,5252.25,5320
24-Jun-11,5343.4,5477.85,5343.4,5471.2
27-Jun-11,5441.2,5552.65,5434.25,5526.6
28-Jun-11,5548.85,5558.3,5496.35,5545.3
29-Jun-11,5566.5,5608.65,5566.5,5600.4
30-Jun-11,5614.5,5657.9,5606.1,5647.4
01-Jul-11,5705.75,5705.8,5609.75,5627.2
04-Jul-11,5679.55,5679.65,5633.1,5650.5
05-Jul-11,5659.85,5659.85,5612.3,5632.1
06-Jul-11,5622.7,5655.4,5610.75,5625.4
07-Jul-11,5633.35,5737.15,5632.95,5728.9
08-Jul-11,5734.65,5740.4,5651.05,5660.6
11-Jul-11,5648.05,5652.9,5601.7,5616.1
12-Jul-11,5556.9,5580.25,5496.95,5526.1
13-Jul-11,5542.05,5596.15,5541.4,5585.4
14-Jul-11,5569,5653.95,5541.7,5599.8
15-Jul-11,5602.95,5631.7,5562.75,5581.1
18-Jul-11,5581.75,5596.6,5550.95,5567
19-Jul-11,5569.85,5627.65,5557.2,5613.5
20-Jul-11,5642.05,5645.4,5555.1,5567
21-Jul-11,5554.6,5578.9,5532.7,5541.6
22-Jul-11,5576.95,5642.2,5567.1,5633.9
25-Jul-11,5633.8,5700.55,5616.7,5680.3
26-Jul-11,5688.45,5702.25,5560.15,5574.8
27-Jul-11,5588.55,5591.7,5521.5,5546.8
28-Jul-11,5492.4,5512.1,5475.65,5487.7
29-Jul-11,5479,5520.3,5453.95,5482
01-Aug-11,5527.5,5551.9,5486.45,5516.8
02-Aug-11,5493.2,5496.3,5433.65,5456.5
03-Aug-11,5402,5422.6,5378.85,5404.8
04-Aug-11,5412.4,5434.5,5323.15,5331.8
05-Aug-11,5204.35,5229.65,5116.45,5211.2
08-Aug-11,5083.85,5204.2,5054.05,5118.5
09-Aug-11,4947.9,5167,4946.45,5072.8
10-Aug-11,5196.55,5197.95,5123.35,5161
11-Aug-11,5128,5184.95,5121,5138.3
12-Aug-11,5194.4,5194.45,5053.35,5072.9
16-Aug-11,5125.75,5132.2,5015.4,5035.8
17-Aug-11,5030.3,5112.15,5017.25,5056.6
18-Aug-11,5077.95,5078.6,4932.15,4944.1
19-Aug-11,4859.3,4893.6,4796.1,4845.6
22-Aug-11,4843.7,4910.05,4808.75,4898.8
23-Aug-11,4925.15,4965.8,4863.8,4948.9
24-Aug-11,4934.35,4962.4,4875.3,4888.9
25-Aug-11,4914.65,4915.85,4825.05,4839.6
26-Aug-11,4839.25,4872,4720,4747.8
29-Aug-11,4806.2,4934.4,4806.05,4919.6
30-Aug-11,4973.25,5016.25,4927.55,5001
02-Sep-11,5109.8,5113.7,4993.35,5040
05-Sep-11,4998.9,5030.3,4964.45,5017.2
06-Sep-11,4993.35,5072.9,4942.9,5064.3
07-Sep-11,5080.15,5154.5,5076.3,5124.6
08-Sep-11,5139.2,5169.25,5098.25,5153.2
09-Sep-11,5161.3,5163.75,5046.8,5059.4
12-Sep-11,4981.7,4985.6,4911.25,4946.8
13-Sep-11,4977.8,5030.15,4911.05,4940.9
14-Sep-11,4965.05,5026.15,4917.4,5012.5
15-Sep-11,5062.35,5091.45,4967.45,5075.7
16-Sep-11,5123.35,5143.6,5068.1,5084.2
19-Sep-11,5068.4,5068.4,5019.25,5031.9
20-Sep-11,5042.55,5149.9,5035.25,5140.2
21-Sep-11,5153.75,5168.4,5109.85,5133.2
22-Sep-11,5054.45,5059.85,4907.75,4923.6
23-Sep-11,4873.75,4930.25,4829.6,4867.7
26-Sep-11,4878.6,4879.8,4758.85,4835.4
27-Sep-11,4905.15,4982.95,4905.15,4971.2
28-Sep-11,5005.5,5006.05,4918.45,4945.9
29-Sep-11,4924.2,5034.25,4906,5015.4
30-Sep-11,4990.15,5025.55,4924.3,4943.2
03-Oct-11,4874.4,4879.15,4823.9,4849.5
04-Oct-11,4823.5,4869.75,4728.3,4772.1
05-Oct-11,4791.3,4827.8,4741,4751.3
07-Oct-11,4883.65,4922.6,4861.2,4888
10-Oct-11,4886.85,4991.15,4882.05,4979.6
11-Oct-11,5019.9,5045.1,4964,4974.3
12-Oct-11,5011.2,5109.8,4997.65,5099.4
13-Oct-11,5130.8,5136.95,5067.65,5077.8
14-Oct-11,5057.35,5141.4,5056.6,5132.3
17-Oct-11,5156.2,5160.2,5084.5,5118.2
18-Oct-11,5049.45,5057.5,5011.05,5037.5
19-Oct-11,5080.45,5148.05,5075.3,5139.1
20-Oct-11,5086.55,5099,5033.95,5091.9
21-Oct-11,5106.6,5120.75,5037.95,5049.9
24-Oct-11,5114.7,5145.65,5084.75,5098.3
25-Oct-11,5137.9,5211,5085.55,5191.6
26-Oct-11,5214.95,5219.25,5196.15,5201.8
28-Oct-11,5341.9,5399.7,5322.8,5360.7
31-Oct-11,5358.9,5360.25,5314.6,5326.6
01-Nov-11,5278.6,5310.85,5238.3,5257.9
02-Nov-11,5216.75,5300.1,5204.95,5258.4
03-Nov-11,5241.55,5281.6,5201.85,5265.7
04-Nov-11,5325.4,5326.45,5256.8,5284.2
08-Nov-11,5292.25,5304.25,5252,5289.3
09-Nov-11,5309.7,5317.5,5211.75,5221
11-Nov-11,5159.75,5198.6,5142.25,5168.8
14-Nov-11,5217.35,5228.9,5140.55,5148.3
15-Nov-11,5131.2,5158.75,5052.85,5068.5
16-Nov-11,5059.1,5065.2,4989.5,5030.4
17-Nov-11,5027.1,5036.8,4919.45,4934.7
18-Nov-11,4899.15,4915.9,4837.95,4905.8
21-Nov-11,4873.8,4873.8,4764.8,4778.3
22-Nov-11,4794.85,4854,4782.55,4812.3
23-Nov-11,4779.5,4779.5,4640.95,4706.4
24-Nov-11,4707.55,4771.1,4639.1,4756.4
25-Nov-11,4731.3,4767.3,4693.1,4710
28-Nov-11,4769.3,4859.1,4766.4,4851.3
29-Nov-11,4864.2,4866.1,4787.1,4805.1
30-Nov-11,4766.15,4851.55,4754.8,4832
01-Dec-11,4970.85,5011.9,4916.7,4936.8
02-Dec-11,4940.85,5062.55,4918.4,5050.1
05-Dec-11,5036.5,5055.4,5002.55,5039.1
07-Dec-11,5050.1,5099.25,5032.25,5062.6
08-Dec-11,5037.4,5049.05,4921.45,4943.6
09-Dec-11,4870.75,4918.35,4841.75,4866.7
12-Dec-11,4906.85,4910.25,4755.55,4764.6
13-Dec-11,4733.6,4824.7,4728.5,4800.6
14-Dec-11,4788.7,4839.55,4750.4,4763.2
15-Dec-11,4712.8,4768.65,4673.85,4746.3
16-Dec-11,4752.5,4818.85,4628.2,4651.6
19-Dec-11,4623.15,4623.15,4555.9,4613.1
20-Dec-11,4635.8,4637.25,4531.15,4544.2
21-Dec-11,4636.45,4707.35,4601.95,4693.1
22-Dec-11,4636.9,4740.6,4632.95,4733.8
23-Dec-11,4763.2,4763.45,4693.2,4714
26-Dec-11,4718.15,4787.25,4718.15,4779
27-Dec-11,4780.2,4800.5,4723.65,4750.5
28-Dec-11,4756.2,4756.2,4685.65,4705.8
29-Dec-11,4681.15,4701.8,4639.05,4646.2
30-Dec-11,4659.95,4690.45,4608.9,4624.3
02-Jan-12,4640.2,4645.95,4588.05,4636.7
03-Jan-12,4675.8,4773.1,4675.8,4765.3
04-Jan-12,4774.95,4782.85,4728.85,4749.6
05-Jan-12,4749,4779.8,4730.15,4749.9
06-Jan-12,4724.15,4794.9,4686.85,4754.1
07-Jan-12,4755.6,4759.4,4743.05,4746.9
09-Jan-12,4747.55,4758.7,4695.45,4742.8
10-Jan-12,4771.85,4855.9,4768.25,4849.5
11-Jan-12,4863.15,4877.2,4841.6,4860.9
12-Jan-12,4840.95,4869.2,4803.9,4831.2
13-Jan-12,4861.95,4898.85,4834.2,4866
16-Jan-12,4844,4880.8,4827.05,4873.9
17-Jan-12,4904.5,4975.55,4904,4967.3
18-Jan-12,4977.75,4980.65,4931.05,4955.8
19-Jan-12,4995,5023.8,4991.4,5018.4
20-Jan-12,5044.85,5064.15,5004.3,5048.6
23-Jan-12,5025.35,5059.55,5021.35,5046.2
24-Jan-12,5064.8,5141.05,5049.8,5127.3
25-Jan-12,5151.5,5174.15,5130.25,5158.3
27-Jan-12,5216.75,5217,5162.4,5204.7
30-Jan-12,5163.55,5166.15,5076.7,5087.3
31-Jan-12,5125.25,5215.4,5120.15,5199.2
01-Feb-12,5198.15,5244.6,5159,5235.7
02-Feb-12,5272.1,5289.95,5225.75,5269.9
03-Feb-12,5276.1,5334.85,5255.55,5325.8
06-Feb-12,5379.45,5390.05,5327.25,5361.6
07-Feb-12,5412.95,5413.35,5322.95,5335.1
08-Feb-12,5343.8,5396.9,5325.2,5368.1
09-Feb-12,5343.05,5423.4,5338.9,5412.3
10-Feb-12,5399.8,5427.75,5341.05,5381.6
13-Feb-12,5382.1,5421.05,5351.4,5390.2
14-Feb-12,5380.8,5428.05,5377.95,5416
15-Feb-12,5460.6,5542.1,5460.6,5531.9
16-Feb-12,5513.75,5531.4,5483.75,5521.9
17-Feb-12,5574.2,5606.7,5545.2,5564.3
21-Feb-12,5561.9,5621.5,5561.75,5607.1
22-Feb-12,5609.75,5629.95,5491.35,5505.3
23-Feb-12,5490.05,5537.4,5460.8,5483.3
24-Feb-12,5479.15,5521.4,5405.9,5429.3
27-Feb-12,5448.1,5449.8,5268.15,5281.2
28-Feb-12,5310.5,5391.1,5306.45,5375.5
29-Feb-12,5424.95,5458.8,5352.25,5385.2
01-Mar-12,5366,5372.45,5297.5,5339.7
02-Mar-12,5369.45,5392.55,5315.05,5359.3
03-Mar-12,5360.05,5369.6,5353.4,5359.4
05-Mar-12,5342.55,5344.5,5265.7,5280.3
06-Mar-12,5266,5382.05,5206.4,5222.4
07-Mar-12,5207.05,5243.85,5171.45,5220.4
09-Mar-12,5294.1,5342.3,5291.6,5333.5
12-Mar-12,5420.1,5421.9,5327.3,5359.5
13-Mar-12,5391.05,5438.65,5390.8,5429.5
14-Mar-12,5490.55,5499.4,5437.8,5463.9
15-Mar-12,5462.5,5462.5,5362.3,5380.5
16-Mar-12,5380.35,5445.65,5305,5317.9
19-Mar-12,5337.35,5340.7,5238.55,5257
20-Mar-12,5257.15,5297.35,5233.25,5274.8
21-Mar-12,5267.2,5372.35,5256,5364.9
22-Mar-12,5361.1,5385.95,5205.65,5228.4
23-Mar-12,5255.65,5312,5220,5278.2
26-Mar-12,5274.35,5274.95,5174.9,5184.2
27-Mar-12,5242.95,5277.95,5184.65,5243.1
28-Mar-12,5231.7,5236.55,5169.6,5194.7
29-Mar-12,5145.95,5194.3,5135.95,5178.8
30-Mar-12,5206.6,5307.1,5203.65,5295.5
02-Apr-12,5296.35,5331.55,5278.8,5317.9
03-Apr-12,5353.2,5378.75,5344.45,5358.5
04-Apr-12,5328.65,5338.4,5305.3,5322.9
09-Apr-12,5282.5,5287.9,5228,5234.4
10-Apr-12,5254.1,5255.8,5211.85,5243.6
11-Apr-12,5209.45,5263.65,5190.8,5226.8
12-Apr-12,5246.75,5290.6,5246.75,5276.8
13-Apr-12,5255.7,5306.75,5185.4,5207.4
16-Apr-12,5190.6,5233.5,5183.5,5226.2
17-Apr-12,5266.6,5298.2,5208.35,5289.7
18-Apr-12,5320.7,5342,5293.45,5300
19-Apr-12,5320.6,5342.45,5291.3,5332.4
20-Apr-12,5313.95,5336.15,5245.45,5290.8
23-Apr-12,5277.4,5310.55,5187.15,5200.6
24-Apr-12,5215.9,5232.35,5180.35,5222.6
